,Artist,Artist_Id,Single_Album_Name,Single_Album_Id,Track_Title,Track_Id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
8989,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"Famous Singers, Pt. 5 (From the ""JTBC"" TV Show)",1uTgbDx9DsZZjROdtWkZ2w,Dash - Live,0O5zUEyjg3DlUgNA9a6Ux9,0.526,0.756,6.0,-6.44,0.0,0.139,0.142,0.0,0.31,0.7,175.025,249947.0,4.0
8990,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"Famous Singers, Pt. 5 (From the ""JTBC"" TV Show)",1uTgbDx9DsZZjROdtWkZ2w,I Won't Love Again - Live,1ORMPXiTQMH4rL0p5sStxp,0.433,0.338,7.0,-7.018,1.0,0.038,0.886,0.0,0.097,0.218,128.619,269053.0,4.0
8991,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,We’ll Find The Day,41KkBCPD59xqx6xmhUAlnb,We’ll Find The Day,5RQi27iv3uwxT81aWEJYh2,0.373,0.283,6.0,-7.434,1.0,0.034,0.857,0.0,0.112,0.237,133.561,255000.0,4.0
8992,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,We’ll Find The Day,41KkBCPD59xqx6xmhUAlnb,We’ll Find The Day (Inst.),1LIiQzKgYlmQAXHgKdq4Ui,0.499,0.164,6.0,-13.944,1.0,0.031,0.675,0.881,0.112,0.0747,134.111,255000.0,4.0
8993,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,My Light (Run On OST Part.4),4H8DOMt9sMdBw9YeWbwrOf,My Light,1LxhveexLUa25ED8zz2Z0N,0.518,0.516,9.0,-5.331,1.0,0.0369,0.674,0.0,0.0981,0.236,123.898,224280.0,4.0
8994,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,My Light (Run On OST Part.4),4H8DOMt9sMdBw9YeWbwrOf,My Light (Inst.),368wS2cmZZtEhkvq5O7nvX,0.457,0.342,9.0,-11.814,1.0,0.0296,0.0374,0.511,0.1,0.115,124.057,224280.0,4.0
8995,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,I still love you a lot,01duGRcYzLUPGOh4NqDHhF,I still love you a lot,2zCORPZHF7g9SPjZfrGVuy,0.548,0.404,4.0,-5.618,1.0,0.0314,0.727,0.0,0.0791,0.486,129.795,227867.0,4.0
8996,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,I still love you a lot,01duGRcYzLUPGOh4NqDHhF,I still love you a lot (Inst.),16mjRT7YjJKU35gcagVJ4C,0.599,0.33,4.0,-12.025,1.0,0.0307,0.174,0.83,0.106,0.0718,130.039,227880.0,4.0
8997,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,didn't say anything,3Gu1G42hDfGVVcHYZlawbt,didn't say anything,0GPtizf5j73g2KuHa4ZdRb,0.429,0.591,7.0,-3.631,0.0,0.038,0.485,0.0,0.175,0.243,137.389,223466.0,4.0
8998,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,didn't say anything,3Gu1G42hDfGVVcHYZlawbt,didn't say anything (Inst.),7sht7G25Op9zt2plVJVgzi,0.437,0.489,7.0,-9.674,0.0,0.0308,0.00219,0.778,0.104,0.0945,138.054,223466.0,4.0
8999,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"The World of the Married, Pt. 6 (Original Television SoundTrack)",3giN7KiHhfRJb2L8LGToHu,The Days We Loved,3p287E4Y1LOqbSICfbv1hk,0.367,0.627,10.0,-3.728,1.0,0.033,0.875,0.0,0.105,0.38,137.013,241053.0,4.0
9000,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"The World of the Married, Pt. 6 (Original Television SoundTrack)",3giN7KiHhfRJb2L8LGToHu,The Days We Loved - Instrumental,3Yo3Y7z6waKjc6WrpnSPse,0.413,0.454,10.0,-8.758,1.0,0.029,0.637,0.554,0.0897,0.144,68.98,241040.0,4.0
9001,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,God the world,01FmGrEcUAVTsXZId5Rhu9,God the world,0idMdgPFf1487hDhYFyC8x,0.158,0.406,0.0,-6.751,0.0,0.0347,0.849,1.29e-06,0.17,0.197,80.045,211413.0,4.0
9002,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,God the world,01FmGrEcUAVTsXZId5Rhu9,God the world - Instrumental,7vnOhn86vZSa8FKDAUyESI,0.252,0.244,0.0,-13.117,0.0,0.0367,0.582,0.00695,0.104,0.217,82.249,214667.0,4.0
9003,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"No love, No Heartbreak",6NEkqFF70eFJD5aPheRBFu,"No love, No Heartbreak",0zFmyYg4HuqFIj4DsNvmu8,0.489,0.515,8.0,-5.161,1.0,0.038,0.899,0.0,0.152,0.348,67.547,210787.0,4.0
9004,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"No love, No Heartbreak",6NEkqFF70eFJD5aPheRBFu,"No love, No Heartbreak (Inst.)",7IW2zLL6BDs4R9VSiYpfPY,0.538,0.301,5.0,-12.244,1.0,0.0294,0.831,0.842,0.105,0.0736,134.08,210787.0,4.0
9005,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,[Vol.42] You Hee yul's Sketchbook 10th Anniversary Project : 22th Voice 'Sketchbook X Baek Z Young',5r0SJeV3IFw8KHVCDBoyXg,Please tell her,4mGJ1Rqwgh6SVCOfCEbLdE,0.715,0.408,0.0,-9.002,0.0,0.0377,0.833,0.000322,0.113,0.354,118.028,211799.0,4.0
9006,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Reminiscence,6Cat1YqkHL3BT1M4264hHN,Why,3s2YFs4FZyYuilaKzIRZxE,0.361,0.363,8.0,-6.876,1.0,0.0317,0.875,0.0,0.0987,0.224,130.267,201413.0,4.0
9007,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Reminiscence,6Cat1YqkHL3BT1M4264hHN,We,63ZTWAs1LnltXv2ijMray2,0.471,0.551,10.0,-3.621,1.0,0.0306,0.664,0.0,0.22,0.223,138.778,228680.0,4.0
9008,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Reminiscence,6Cat1YqkHL3BT1M4264hHN,Ballad,2dABgw3YnFKTu6sKxYIllu,0.362,0.524,6.0,-4.364,1.0,0.0373,0.75,0.0,0.128,0.177,122.905,218507.0,4.0
9009,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Reminiscence,6Cat1YqkHL3BT1M4264hHN,Monolog,5ERSBR4k5AoJIkHAbn1z6t,0.433,0.293,1.0,-7.508,1.0,0.0335,0.948,1.25e-05,0.107,0.294,143.373,268320.0,4.0
9010,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Reminiscence,6Cat1YqkHL3BT1M4264hHN,Sky Load,2ae3ltqJIC5WN0wmas06gN,0.597,0.617,10.0,-6.474,1.0,0.054,0.609,0.0,0.149,0.515,119.748,254973.0,3.0
9011,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Reminiscence,6Cat1YqkHL3BT1M4264hHN,We (Inst.),26wyEbZokphdSBky2Y4kju,0.553,0.622,10.0,-8.366,1.0,0.0247,0.00261,0.929,0.105,0.168,138.975,228667.0,4.0
9012,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"Mr. Sunshine (Original Television Soundtrack), Pt. 11",5iZ2ybiXoBJL1YjCWZ272N,See You Again,3giETF4c0z3S6LNgMkmL0D,0.356,0.564,0.0,-6.514,0.0,0.0383,0.555,0.0,0.149,0.124,133.244,227444.0,4.0
9013,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,SR PROJECT VOL.3,6sek7TOIeISVkr4H9lifIa,DESTINY,0d2bTZEw2Ikr9kIrj2ceeF,0.531,0.591,3.0,-5.541,1.0,0.0303,0.739,0.0,0.122,0.384,137.393,253136.0,4.0
9014,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,SR PROJECT VOL.3,6sek7TOIeISVkr4H9lifIa,DESTINY - Instrumental,6FDoa6cbxGPVMNLTAkE4Gb,0.556,0.528,3.0,-8.014,1.0,0.0256,0.613,0.751,0.127,0.261,137.982,253136.0,4.0
9015,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Don't Forget (Music from Fantastic Duo 2 Pt.14),69cgSB7qw5q7LJ5HhRVNT8,Don't Forget (Music from Fantastic Duo 2 Pt.14),5kWUuYakyla2yR6R4whEXf,0.336,0.301,9.0,-6.847,1.0,0.0358,0.883,0.0,0.128,0.14,131.242,329470.0,3.0
9016,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Your Mind,1YRc5iolg3Qfm2bdJjxSwL,Your Mind,6tTPvHiPwlNfkmhwlt3lTe,0.289,0.379,11.0,-6.763,1.0,0.0332,0.835,2.62e-05,0.147,0.412,139.163,248200.0,4.0
9017,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Your Mind,1YRc5iolg3Qfm2bdJjxSwL,Your Mind - Instrumental,06IXmEYMzzNF9XdW8bDb0W,0.365,0.368,11.0,-13.299,1.0,0.0319,0.566,0.881,0.176,0.204,139.972,246933.0,4.0
9018,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Girl Crush,3djpOzKBVXtO3I2k5iGPhI,Can you feel me,1KzJugbSeWhtNdv15E3q2u,0.734,0.825,6.0,-5.275,0.0,0.094,0.302,0.0,0.147,0.602,105.049,208376.0,4.0
9019,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Medicine,0ud6hEo41QxhQawHtzW0ev,Medicine,0CCksB4c42jVauH3b9KZ5Q,0.543,0.743,9.0,-3.885,1.0,0.0949,0.386,0.0,0.0932,0.188,139.506,253000.0,4.0
9020,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Medicine,0ud6hEo41QxhQawHtzW0ev,Medicine - Instrumental,5oBmxq9TqfUSOTL3JFF9GG,0.681,0.649,9.0,-6.773,1.0,0.047,0.041,0.922,0.0739,0.0662,139.994,251733.0,4.0
9021,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Heaven(Original Mobile Game Soundtrack),40lq68asNB3wMCyn3VgyFK,STAND BY ME,3fUxkMOoitclrlnS4VCgZO,0.379,0.491,9.0,-5.378,1.0,0.0322,0.808,0.0,0.089,0.351,133.495,239933.0,4.0
9022,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Heaven(Original Mobile Game Soundtrack),40lq68asNB3wMCyn3VgyFK,STAND BY ME (Instrumental),2VZTWPY7yB2OCYHKBdwROh,0.554,0.362,9.0,-10.645,1.0,0.0266,0.562,0.646,0.0895,0.103,133.998,239941.0,4.0
9023,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,프로듀사 (Original Television Soundtrack) : Preview 03 - AND...그리고,4TkLIj3BAAr3059dkKbdXu,프로듀사 (Original Television Soundtrack) : Preview 03 - AND...그리고,2E58cgh5roUQtUIDTXu7Zj,0.536,0.569,0.0,-3.972,1.0,0.0305,0.669,2.02e-05,0.14,0.281,77.992,246067.0,4.0
9024,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Garosugil At Dawn,2zk5N4FnEfT7ezpRFHQGzn,Garosugil At Dawn,276jwoQEA8HSyTZ33eff4p,0.42,0.442,9.0,-4.883,1.0,0.03,0.785,0.0,0.405,0.309,149.449,222234.0,3.0
9025,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Garosugil At Dawn,2zk5N4FnEfT7ezpRFHQGzn,Garosugil At Dawn - Instrumental,2ThCJYLJhKNnHAmbkmg2Ml,0.448,0.438,9.0,-8.343,1.0,0.0319,0.401,0.89,0.167,0.119,149.988,221385.0,3.0
9026,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Wind Blows,3I1vHnDO5I4ijDIryGZMYz,Wind Blows,7wd51fYwExOs4bKkCbTL8z,0.305,0.297,9.0,-7.987,0.0,0.0351,0.889,7.98e-06,0.202,0.392,73.685,226125.0,4.0
9027,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Wind Blows,3I1vHnDO5I4ijDIryGZMYz,Wind blows - Instrumental,561dn6k0kxT5qbOpWQluXx,0.416,0.173,9.0,-12.009,0.0,0.0308,0.749,0.79,0.197,0.162,73.978,226125.0,4.0
9028,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Fervor,1Q5AEh1hCnRk10psz5dwID,Fervor,4iyW0I0gaTAsmz6KMD0tXr,0.435,0.235,3.0,-10.951,0.0,0.0368,0.925,3.61e-05,0.128,0.34,76.402,238524.0,3.0
9029,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Fervor,1Q5AEh1hCnRk10psz5dwID,Fervor (inst),7L4r0sYTZhYI0sL7F1giJ6,0.399,0.138,6.0,-16.979,1.0,0.0304,0.957,0.933,0.128,0.113,77.002,238524.0,4.0
9030,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,굿닥터 (Original Television Soundtrack) Part. 3,0jx2pMGLj0szduNFmWwK2M,울고만 있어,18orMm6R7hZmcnGJjS1Feb,0.558,0.312,1.0,-6.573,0.0,0.0374,0.897,0.0,0.0963,0.283,132.193,217078.0,4.0
9031,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,굿닥터 (Original Television Soundtrack) Part. 3,0jx2pMGLj0szduNFmWwK2M,울고만있어 - Instrumental,2h464nX3rwcCkuusB1nMDT,0.537,0.122,1.0,-13.06,0.0,0.0367,0.97,0.957,0.112,0.0557,132.036,217078.0,4.0
9032,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"Strawberry X-Treme Festival, Pt. 5",6FKIvg7mykvLUaKOVFK2pJ,그런 여자,1KDdtUfgm2id7zKBD4DHyF,0.638,0.54,5.0,-5.703,1.0,0.0256,0.532,0.0,0.0906,0.524,102.032,207804.0,4.0
9033,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"Strawberry X-Treme Festival, Pt. 5",6FKIvg7mykvLUaKOVFK2pJ,그런 여자 - Instrumental,7BK7sXkInhwdsEkT1oIUbQ,0.635,0.564,2.0,-7.98,0.0,0.0321,0.00571,0.808,0.09,0.258,102.018,207804.0,4.0
9034,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Thought of you,0WS2r3xtRiUvbYCtXv3IE6,Thought of you,2Wm7VYa2sIZtLU5Y2QsgBv,0.734,0.861,11.0,-3.984,0.0,0.0308,0.0351,0.0,0.139,0.727,122.962,209825.0,4.0
9035,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Thought of you,0WS2r3xtRiUvbYCtXv3IE6,Thought of you (inst),0rF4E8Jiof7qQnVPkcgvDm,0.673,0.836,11.0,-6.073,0.0,0.0272,0.000388,0.649,0.302,0.864,122.95,209825.0,4.0
9036,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"Gu Family Book, Pt. 4 (Original Television Soundtrack)",64JdbHspDoQQ1V10q7kmzw,봄비,7ywvEwP2pELyiJHslEIYXz,0.366,0.374,8.0,-5.111,1.0,0.0288,0.773,0.0,0.104,0.195,139.82,221074.0,4.0
9037,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,"Gu Family Book, Pt. 4 (Original Television Soundtrack)",64JdbHspDoQQ1V10q7kmzw,봄비 Instrumental,0G2yQqZkBW5sHSO3FU3ykV,0.557,0.126,8.0,-17.506,1.0,0.0538,0.989,0.881,0.0965,0.18,135.841,239073.0,4.0
9038,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Original Television Soundtrack BEST,3I3bk770MRm5PJCL8BONKz,한참 지나서,04N4Wfxd7nB3dLV2amKdc0,0.386,0.557,9.0,-6.523,1.0,0.0376,0.742,0.0,0.234,0.336,134.562,200974.0,4.0
9039,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Hate,32KiBN0iO5VxEW02xStzQz,Hate,4evhj6T6w3GnfR3znVtGVC,0.27,0.561,9.0,-4.373,1.0,0.0364,0.65,1.61e-06,0.12,0.399,99.859,230322.0,4.0
9040,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Hate,32KiBN0iO5VxEW02xStzQz,Hate (inst),7uGHy0tyXjExVit8dE3wpq,0.323,0.503,9.0,-7.594,1.0,0.0339,0.501,0.91,0.111,0.149,99.895,230322.0,4.0
9041,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Rooftop Prince OST Part.1 (feat. Ali),2PewG5WIhhSogTroK2tLDA,After A Long Time,7MyPvDJptZzYkB0LKZnNzq,0.348,0.567,9.0,-6.862,1.0,0.0588,0.749,0.0,0.204,0.351,63.59,201091.0,4.0
9042,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Rooftop Prince OST Part.1 (feat. Ali),2PewG5WIhhSogTroK2tLDA,After A Long Time (Inst.),5GBLceQGMP4L7qK73qlHaB,0.511,0.392,9.0,-11.636,1.0,0.0292,0.398,0.908,0.177,0.144,135.953,201091.0,4.0
9043,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Rooftop Prince OST Part.1 (feat. Ali),2PewG5WIhhSogTroK2tLDA,Hurt,0QngHoEPH5wtxhwyVx8d5f,0.501,0.266,7.0,-7.644,0.0,0.0323,0.857,2.42e-05,0.116,0.335,126.816,241540.0,3.0
9044,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Rooftop Prince OST Part.1 (feat. Ali),2PewG5WIhhSogTroK2tLDA,Hurt (Inst.),6dWFcLoT5ZFijynmY9OZLi,0.354,0.274,7.0,-12.844,0.0,0.0343,0.865,0.802,0.102,0.116,126.724,241540.0,3.0
9045,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Rooftop Prince OST Part.1 (feat. Ali),2PewG5WIhhSogTroK2tLDA,I Love You Too (Inst.) (The Princess Man OST Part.1),1oqw1X2kuI93GjUg5GUnDw,0.474,0.64,9.0,-8.401,1.0,0.0272,0.0227,0.472,0.17,0.201,78.011,245892.0,4.0
9046,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Rooftop Prince OST Part.1 (feat. Ali),2PewG5WIhhSogTroK2tLDA,I Love You Too (The Princess Man OST Part.1),3jjerl6X0Npih2mGNaHwzL,0.49,0.689,9.0,-4.334,1.0,0.0346,0.491,0.0,0.17,0.344,78.371,245892.0,4.0
9047,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,THE PRINCESS' MAN DRAMA OST Part.1,4wxflXXMsAwbDK0C37g07A,I love you today,4a3tT6UbaMB8xjXLUsb3N6,0.494,0.693,9.0,-3.878,1.0,0.0346,0.522,0.0,0.132,0.329,78.004,245730.0,4.0
9048,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,THE PRINCESS' MAN DRAMA OST Part.1,4wxflXXMsAwbDK0C37g07A,I love you today(Inst.),7y2ievk9memLAuWAr3usUk,0.466,0.622,9.0,-8.016,1.0,0.0271,0.0266,0.415,0.165,0.166,77.988,245730.0,4.0
9049,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Ego,0vHx5b2iUj19jV7sNWfqpc,candy in my ear. (feat.택연 of 2PM),38rI8D0820xh1Xz5FJzDMV,0.724,0.943,10.0,-3.919,0.0,0.135,0.014,3.81e-05,0.123,0.728,129.91,224601.0,4.0
9050,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Ego,0vHx5b2iUj19jV7sNWfqpc,"I am good,and I speak.",5Ok7rXM79aIueoZOZ6biBu,0.597,0.639,10.0,-5.018,1.0,0.0285,0.211,5.37e-05,0.213,0.321,82.017,270550.0,4.0
9051,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Ego,0vHx5b2iUj19jV7sNWfqpc,candy in my ear. (RRM’S BITTER CANDY MIX),0z6TmyVs4aJ7LwD231rmTS,0.815,0.818,10.0,-6.069,0.0,0.0834,8.65e-05,0.705,0.0371,0.534,129.991,248895.0,4.0
9052,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Ego,0vHx5b2iUj19jV7sNWfqpc,candy in my ear. (SUPERTOUCH REFIX),7fuzDkaVUn0JiQu5sAWAF0,0.77,0.803,10.0,-5.4,0.0,0.0549,0.00121,0.000608,0.106,0.838,129.917,197878.0,4.0
9053,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Ego,0vHx5b2iUj19jV7sNWfqpc,candy in my ear. (DJ BEEJAY HERBAL HOUSE MIX),3gdf2yFSHWJFxBEyP3NXeX,0.796,0.953,1.0,-5.09,1.0,0.0937,0.00523,0.326,0.0537,0.965,128.007,241032.0,4.0
9054,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Love Drive,3tCKJeaxGoE0uZhYz6hAvF,No way but to love,5WslcPZKo06Wpn4Bk8ESlS,0.49,0.545,6.0,-5.704,1.0,0.0336,0.542,0.0,0.159,0.197,142.198,258613.0,4.0
9055,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Love Drive,3tCKJeaxGoE0uZhYz6hAvF,Love is beautiful,3WI8dUP5LSIoYwHS9s9LKb,0.493,0.288,9.0,-10.217,1.0,0.0314,0.86,2.88e-06,0.175,0.228,135.833,317911.0,4.0
9056,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Love is beautiful,4xVb23cZ6VCvA8BSdqUOYZ,Love is beautiful,1vZn8M1SO1lPX7WI1JgZGf,0.489,0.287,9.0,-10.125,1.0,0.0309,0.862,2.54e-06,0.149,0.232,135.833,318467.0,4.0
9057,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Love is beautiful,4xVb23cZ6VCvA8BSdqUOYZ,couldn’t help but love you,7xGsEK2CoxWXPpnonjCIO9,0.446,0.561,6.0,-5.642,1.0,0.0359,0.561,0.0,0.155,0.196,142.075,257360.0,4.0
9058,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Love is beautiful,4xVb23cZ6VCvA8BSdqUOYZ,Love is beautiful,2bop2V6sUFXO0zgMULYof5,0.481,0.303,4.0,-9.302,1.0,0.0305,0.849,2.9e-06,0.174,0.176,135.804,247667.0,4.0
9059,Lyn,1A6WCseWiK22oxqodg7vcy,Pyeong Saeng,0FreO2N0oAY8ByY3bkmIgd,Pyeong Saeng,7jB5hbIEnrSVLYQj7451dq,0.428,0.629,6.0,-5.27,1.0,0.0438,0.505,0.0,0.146,0.256,126.948,291787.0,4.0
9060,Lyn,1A6WCseWiK22oxqodg7vcy,Pyeong Saeng,0FreO2N0oAY8ByY3bkmIgd,Pyeong Saeng Inst.,1X9rFQq5b9uqtapL9X2TV5,0.522,0.383,6.0,-10.633,1.0,0.0307,0.0218,0.658,0.144,0.159,128.062,291787.0,4.0
9061,Lyn,1A6WCseWiK22oxqodg7vcy,The King's Affection OST Part.2,2G2ugGy5MfT9SY5Ln6BY87,One and Only,4bIysQNBzDEhBwTkYNxtz4,0.376,0.532,6.0,-5.428,1.0,0.0323,0.717,0.0,0.106,0.28,132.589,250213.0,4.0
9062,Lyn,1A6WCseWiK22oxqodg7vcy,The King's Affection OST Part.2,2G2ugGy5MfT9SY5Ln6BY87,One and Only (Inst.),2nXlg808uhOz7H8anTRyjL,0.433,0.359,6.0,-9.732,1.0,0.0268,0.598,0.928,0.0951,0.163,133.988,250213.0,4.0
9063,Lyn,1A6WCseWiK22oxqodg7vcy,To You Who Do Not Love Me,4uEGUuQ4qTgYVcl6weU8yl,To You Who Do Not Love Me,3czNGYLbyQgeZjnxswTR6D,0.485,0.264,2.0,-8.758,1.0,0.0381,0.958,2.96e-05,0.111,0.206,133.143,306641.0,4.0
9064,Lyn,1A6WCseWiK22oxqodg7vcy,Write about you (Romance 101 X Lyn),6sD8MQDSyDX4CYQeOG5rWo,Write about you (Romance 101 X Lyn),340ukejhWUMEDKdHCCpJm4,0.447,0.58,9.0,-5.788,1.0,0.0598,0.535,0.0,0.122,0.217,127.352,207347.0,4.0
9065,Lyn,1A6WCseWiK22oxqodg7vcy,Write about you (Romance 101 X Lyn),6sD8MQDSyDX4CYQeOG5rWo,Write about you (Romance 101 X Lyn) (Inst.),1bBYR5e6tPbf9Y1BtVxckp,0.572,0.306,9.0,-13.241,1.0,0.026,0.307,0.737,0.134,0.195,129.988,207347.0,4.0
9066,Lyn,1A6WCseWiK22oxqodg7vcy,"TALE OF THE NINE TAILED (Original Television Soundtrack), Pt. 3",7yHvBfT4IADI9iNN2DGsLQ,Moonchild Ballad,0IwAfAGlxDuDzDNlaQscG9,0.198,0.404,6.0,-7.369,1.0,0.0359,0.909,0.000156,0.181,0.155,176.04,262720.0,4.0
9067,Lyn,1A6WCseWiK22oxqodg7vcy,"TALE OF THE NINE TAILED (Original Television Soundtrack), Pt. 3",7yHvBfT4IADI9iNN2DGsLQ,Moonchild Ballad,0huNakYFuJW9ovnvdv6nOY,0.283,0.298,6.0,-12.46,1.0,0.0303,0.923,0.888,0.182,0.0391,89.108,262720.0,4.0
9068,Lyn,1A6WCseWiK22oxqodg7vcy,Fuzzy peach,26peULcrRxnzOoRCqQZEzx,Fuzzy peach,3mWDyC2TAIk71P5wbwyXod,0.397,0.678,6.0,-4.628,1.0,0.0522,0.721,0.0,0.488,0.399,73.324,251653.0,4.0
9069,Lyn,1A6WCseWiK22oxqodg7vcy,Fuzzy peach,26peULcrRxnzOoRCqQZEzx,Fuzzy peach (Inst.),0ppyPcK0LJXLoe9LFD6TyV,0.607,0.596,6.0,-7.963,1.0,0.0285,0.17,0.795,0.485,0.233,111.008,251667.0,3.0
9070,Lyn,1A6WCseWiK22oxqodg7vcy,[Vol.45] You Hee yul's Sketchbook : 24th Voice 'Sketchbook X LYn',22r7vpIgApMryZyF5D2Rot,When spring comes,1U0uCDLguR7HyuuAzOaCu6,0.35,0.383,1.0,-8.117,0.0,0.0431,0.945,0.000278,0.109,0.255,92.96,256720.0,3.0
9071,Lyn,1A6WCseWiK22oxqodg7vcy,[Vol.44] You Hee yul's Sketchbook : 24th Voice 'Sketchbook X LYn',616t4R5I2o7BsuY5fL9tGQ,Three Wishes,50u1vaUDQdlIFXNvDBzVsq,0.48,0.501,2.0,-6.794,1.0,0.0417,0.78,0.0,0.127,0.178,131.793,229573.0,4.0
9072,Lyn,1A6WCseWiK22oxqodg7vcy,Farewell (With george),4loNKE0Hr2BNw5TqbIpxlX,Farewell (With george),7qnJuxSpbfgi9HL55FsYNw,0.518,0.499,7.0,-7.488,1.0,0.0446,0.855,0.0,0.097,0.225,131.805,245707.0,4.0
9073,Lyn,1A6WCseWiK22oxqodg7vcy,달콤데이#5 여름감기,7dPuoYtQ5yq6ZBbNgQqrt7,여름감기,45zCzEu0KhL1yiil2SS5GY,0.674,0.539,5.0,-5.666,1.0,0.0743,0.797,0.0,0.151,0.416,90.004,206003.0,4.0
9074,Lyn,1A6WCseWiK22oxqodg7vcy,달콤데이#5 여름감기,7dPuoYtQ5yq6ZBbNgQqrt7,여름감기 - Instrumental,4rgoBtvf4D2Zl1ZUHSmAZ1,0.642,0.419,5.0,-8.855,1.0,0.0375,0.831,0.708,0.113,0.164,180.026,206003.0,4.0
9075,Lyn,1A6WCseWiK22oxqodg7vcy,"Are You Human? (Original Television Soundtrack), Pt.2",73IQLLtKr3SqVIX596Wpc7,LOVE,71fbjN2UQSgcEITeza9wib,0.625,0.744,8.0,-4.558,1.0,0.0506,0.419,0.0,0.122,0.416,83.952,234481.0,4.0
